430, 674, 1218816
598, 579, 1385329
536, 324, 739600
958, 268, 1503076
210, 686, 802816
734, 322, 1115136
245, 272, 267289
406, 135, 292681
688, 661, 1819801
308, 469, 603729
324, 952, 1628176
770, 959, 2989441
75, 10, 7225
470, 637, 1225449
577, 103, 462400
76, 551, 393129
219, 519, 544644
272, 136, 166464
956, 358, 1726596
903, 71, 948676
901, 251, 1327104
379, 292, 450241
162, 449, 373321
854, 557, 1990921
721, 310, 1062961
627, 827, 2114116
670, 542, 1468944
9, 684, 480249
837, 568, 1974025
307, 955, 1592644
680, 107, 619369
962, 900, 3467044
138, 271, 167281
119, 912, 1062961
110, 761, 758641
567, 160, 528529
279, 289, 322624
620, 216, 698896
735, 352, 1181569
209, 704, 833569
650, 874, 2322576
271, 518, 622521
501, 258, 576081
928, 930, 3452164
867, 53, 846400
95, 650, 555025
434, 850, 1648656
284, 46, 108900
4, 342, 119716
790, 134, 853776
653, 269, 850084
166, 760, 857476
453, 565, 1036324
723, 438, 1347921
575, 10, 342225
115, 78, 37249
968, 905, 3508129
708, 926, 2669956
153, 559, 506944
37, 855, 795664
379, 597, 952576
566, 152, 515524
441, 131, 327184
43, 316, 128881
374, 921, 1677025
956, 816, 3139984
996, 882, 3526884
41, 921, 925444
367, 216, 339889
699, 256, 912025
683, 106, 622521
363, 799, 1350244
574, 906, 2190400
896, 417, 1723969
998, 636, 2669956
768, 159, 859329
948, 953, 3613801
243, 886, 1274641
167, 820, 974169
831, 182, 1026169
903, 423, 1758276
26, 184, 44100
755, 947, 2896804
341, 802, 1306449
954, 422, 1893376
822, 686, 2274064
885, 753, 2683044
831, 255, 1179396
274, 164, 191844
807, 719, 2328676
111, 392, 253009
894, 40, 872356
880, 482, 1855044
228, 205, 187489
837, 941, 3161284
472, 359, 690561
313, 841, 1331716
815, 893, 2917264
234, 229, 214369
25, 676, 491401
198, 409, 368449
337, 286, 388129
886, 72, 917764
991, 792, 3179089
286, 360, 417316
657, 522, 1390041
410, 696, 1223236
864, 550, 1999396
340, 962, 1695204
29, 119, 21904
899, 994, 3583449
268, 183, 203401
595, 986, 2499561
272, 40, 97344
112, 611, 522729
445, 354, 638401
747, 806, 2411809
322, 447, 591361
621, 524, 1311025
119, 395, 264196
922, 591, 2289169
195, 261, 207936
46, 726, 595984
447, 2, 201601
533, 948, 2193361
826, 552, 1898884
704, 737, 2076481
963, 760, 2968729
755, 687, 2079364
202, 373, 330625
442, 72, 264196
972, 681, 2732409
943, 339, 1643524
639, 322, 923521
680, 869, 2399401
128, 738, 749956
922, 308, 1512900
520, 317, 700569
683, 419, 1214404
335, 413, 559504
714, 303, 1034289
568, 131, 488601
197, 431, 394384
681, 963, 2702736
389, 694, 1172889
767, 925, 2862864
179, 631, 656100
583, 309, 795664
416, 562, 956484
854, 1, 731025
312, 294, 367236
216, 441, 431649
805, 594, 1957201
622, 671, 1671849
330, 477, 651249
453, 453, 820836
692, 219, 829921
524, 485, 1018081
813, 923, 3013696
983, 816, 3236401
754, 174, 861184
675, 87, 580644
291, 528, 670761
680, 649, 1766241
635, 344, 958441
96, 839, 874225
975, 770, 3045025
241, 689, 864900
318, 231, 301401
826, 204, 1060900
151, 26, 31329
48, 251, 89401
487, 626, 1238769
871, 787, 2748964
75, 467, 293764
425, 908, 1776889
645, 590, 1525225
200, 736, 876096
714, 394, 1227664
507, 410, 840889
250, 152, 161604
672, 705, 1896129
6, 915, 848241
769, 882, 2725801
789, 907, 2876416
110, 798, 824464
436, 225, 436921
181, 824, 1010025
981, 713, 2869636
531, 476, 1014049
52, 571, 388129
256, 940, 1430416
869, 125, 988036
468, 137, 366025
821, 476, 1682209
684, 544, 1507984
573, 610, 1399489
325, 973, 1684804
774, 913, 2845969
454, 628, 1170724
835, 737, 2471184
914, 517, 2047761
437, 851, 1658944
929, 562, 2223081
457, 919, 1893376
163, 762, 855625
883, 487, 1876900
461, 266, 528529
770, 254, 1048576
861, 653, 2292196
284, 785, 1142761
797, 534, 1771561
497, 642, 1297321
245, 282, 277729
451, 80, 281961
731, 293, 1048576
241, 279, 270400
344, 328, 451584
915, 554, 2157961
83, 142, 50625
155, 237, 153664
393, 711, 1218816
157, 724, 776161
220, 66, 81796
425, 418, 710649
339, 556, 801025
478, 426, 817216
64, 212, 76176
853, 431, 1648656
399, 927, 1758276
789, 599, 1926544
969, 713, 2829124
21, 878, 808201
902, 784, 2842596
590, 390, 960400
489, 7, 246016
966, 361, 1760929
306, 772, 1162084
400, 874, 1623076
914, 977, 3575881
856, 430, 1653796
552, 766, 1737124
753, 560, 1723969
820, 618, 2067844
920, 226, 1313316
500, 225, 525625
280, 447, 528529
498, 30, 278784
399, 345, 553536
685, 696, 1907161
818, 415, 1520289
742, 170, 831744
861, 479, 1795600
942, 131, 1151329
638, 547, 1404225
28, 929, 915849
404, 607, 1022121
578, 679, 1580049
28, 86, 12996
659, 439, 1205604
139, 888, 1054729
473, 187, 435600
52, 267, 101761
389, 336, 525625
217, 466, 466489
335, 346, 463761
780, 901, 2825761
389, 285, 454276
771, 975, 3048516
852, 432, 1648656
259, 855, 1240996
84, 482, 320356
20, 768, 620944
553, 54, 368449
975, 359, 1779556
230, 666, 802816
71, 800, 758641
981, 668, 2719201
42, 773, 664225
32, 973, 1010025
254, 205, 210681
860, 21, 776161
637, 157, 630436
245, 130, 140625
485, 686, 1371241
118, 578, 484416
971, 224, 1428025
477, 717, 1425636
263, 786, 1100401
378, 172, 302500
621, 622, 1545049
987, 766, 3073009
736, 118, 729316
797, 839, 2676496
168, 988, 1336336
319, 111, 184900
593, 27, 384400
952, 320, 1617984
590, 694, 1648656
930, 982, 3655744
385, 407, 627264
965, 733, 2883204
204, 78, 79524
607, 708, 1729225
851, 643, 2232036
249, 105, 125316
714, 792, 2268036
309, 871, 1392400
701, 615, 1731856
825, 124, 900601
816, 580, 1948816
802, 43, 714025
356, 546, 813604
439, 678, 1247689
380, 71, 203401
519, 664, 1399489
350, 13, 131769
870, 431, 1692601
843, 502, 1809025
109, 444, 305809
984, 371, 1836025
651, 913, 2446096
849, 471, 1742400
725, 157, 777924
446, 181, 393129
752, 535, 1656369
989, 667, 2742336
277, 631, 824464
828, 942, 3132900
552, 794, 1811716
496, 477, 946729
447, 846, 1671849
749, 607, 1838736
275, 331, 367236
873, 252, 1265625
851, 958, 3272481
89, 286, 140625
903, 462, 1863225
250, 769, 1038361
476, 584, 1123600
625, 685, 1716100
389, 345, 538756
30, 507, 288369
872, 333, 1452025
187, 500, 471969
218, 364, 338724
817, 265, 1170724
349, 287, 404496
902, 611, 2289169
719, 902, 2627641
283, 570, 727609
11, 530, 292681
971, 196, 1361889
88, 248, 112896
738, 417, 1334025
501, 569, 1144900
777, 247, 1048576
708, 488, 1430416
662, 729, 1934881
503, 459, 925444
812, 18, 688900
96, 302, 158404
227, 415, 412164
709, 250, 919681
314, 680, 988036
596, 378, 948676
485, 567, 1106704
544, 353, 804609
436, 764, 1440000
564, 339, 815409
361, 720, 1168561
465, 278, 552049
314, 258, 327184
237, 124, 130321
739, 198, 877969
324, 123, 199809
761, 549, 1716100
974, 781, 3080025
707, 190, 804609
197, 222, 175561
757, 496, 1570009
284, 742, 1052676
604, 779, 1912689
538, 612, 1322500
290, 103, 154449
853, 199, 1106704
304, 233, 288369
370, 184, 306916
310, 15, 105625
726, 547, 1620529
130, 281, 168921
47, 998, 1092025
56, 567, 388129
300, 715, 1030225
967, 130, 1203409
654, 890, 2383936
771, 503, 1623076
106, 894, 1000000
13, 588, 361201
292, 481, 597529
491, 452, 889249
349, 189, 289444
989, 53, 1085764
259, 964, 1495729
883, 490, 1885129
117, 842, 919681
67, 411, 228484
504, 76, 336400
591, 645, 1527696
703, 55, 574564
156, 153, 95481
831, 577, 1982464
972, 312, 1648656
88, 255, 117649
122, 572, 481636
783, 427, 1464100
621, 611, 1517824
810, 634, 2085136
232, 795, 1054729
536, 390, 857476
462, 931, 1940449
454, 305, 576081
881, 603, 2202256
440, 313, 567009
583, 636, 1485961
62, 625, 471969
984, 758, 3034564
102, 971, 1151329
782, 213, 990025
641, 217, 736164
271, 677, 898704
84, 161, 60025
246, 178, 179776
566, 77, 413449
161, 3, 26896
419, 462, 776161
706, 609, 1729225
482, 299, 609961
34, 238, 73984
296, 724, 1040400
290, 720, 1020100
881, 465, 1811716
73, 704, 603729
240, 947, 1408969
271, 807, 1162084
811, 641, 2108304
604, 678, 1643524
824, 957, 3171961
203, 436, 408321
118, 558, 456976
231, 664, 801025
153, 931, 1175056
273, 847, 1254400
146, 74, 48400
62, 170, 53824
812, 315, 1270129
610, 767, 1896129
845, 583, 2039184
944, 296, 1537600
450, 128, 334084
480, 706, 1406596
312, 717, 1058841
413, 966, 1901641
279, 513, 627264
553, 506, 1121481
449, 83, 283024
613, 41, 427716
911, 443, 1833316
753, 331, 1175056
619, 257, 767376
27, 94, 14641
235, 985, 1488400
691, 857, 2396304
882, 590, 2166784
602, 974, 2483776
22, 784, 649636
689, 842, 2343961
276, 591, 751689
42, 782, 678976
775, 180, 912025
482, 532, 1028196
668, 453, 1256641
939, 285, 1498176
186, 600, 617796
447, 651, 1205604
834, 504, 1790244
993, 94, 1181569
482, 357, 703921
419, 342, 579121
329, 687, 1032256
108, 879, 974169
165, 338, 253009
422, 711, 1283689
508, 296, 646416
679, 968, 2712609
411, 834, 1550025
779, 564, 1803649
38, 466, 254016
91, 323, 171396
259, 332, 349281
119, 994, 1238769
792, 414, 1454436
886, 527, 1996569
845, 2, 717409
674, 891, 2449225
556, 474, 1060900
424, 56, 230400
193, 531, 524176
371, 638, 1018081
775, 511, 1653796
641, 453, 1196836
779, 53, 692224
209, 274, 233289
563, 135, 487204
950, 295, 1550025
449, 902, 1825201
716, 497, 1471369
125, 30, 24025
997, 646, 2699449
624, 819, 2082249
246, 727, 946729
163, 319, 232324
565, 15, 336400
566, 418, 968256
96, 231, 106929
862, 935, 3229209
117, 473, 348100
970, 121, 1190281
664, 853, 2301289
158, 511, 447561
956, 734, 2856100
299, 522, 674041
723, 280, 1006009
426, 855, 1640961
495, 484, 958441
250, 468, 515524
565, 149, 509796
393, 196, 346921
944, 614, 2427364
521, 765, 1653796
901, 140, 1083681
885, 72, 915849
283, 792, 1155625
809, 875, 2835856
425, 349, 599076
957, 807, 3111696
520, 274, 630436
841, 3, 712336
290, 744, 1069156
306, 858, 1354896
602, 594, 1430416
676, 502, 1387684
887, 153, 1081600
458, 552, 1020100
496, 354, 722500
341, 566, 822649
782, 557, 1792921
387, 467, 729316
956, 330, 1653796
891, 194, 1177225
715, 245, 921600
586, 393, 958441
240, 877, 1247689
795, 421, 1478656
45, 326, 137641
763, 485, 1557504
723, 936, 2752281
831, 391, 1493284
396, 680, 1157776
812, 841, 2732409
668, 156, 678976
508, 988, 2238016
38, 130, 28224
515, 989, 2262016
605, 340, 893025
891, 103, 988036
896, 866, 3104644
451, 103, 306916
539, 933, 2166784
468, 16, 234256
740, 148, 788544
420, 892, 1721344
671, 994, 2772225
159, 77, 55696
481, 801, 1643524
993, 272, 1600225
347, 639, 972196
710, 408, 1249924
666, 83, 561001
873, 337, 1464100
873, 691, 2446096
880, 547, 2036329
390, 978, 1871424
325, 642, 935089
736, 909, 2706025
778, 500, 1633284
894, 555, 2099601
37, 633, 448900
71, 241, 97344
647, 701, 1817104
944, 295, 1535121
233, 765, 996004
93, 445, 289444
101, 779, 774400
649, 721, 1876900
894, 103, 994009
455, 171, 391876
711, 307, 1036324
926, 30, 913936
48, 333, 145161
816, 58, 763876
301, 368, 447561
384, 442, 682276
150, 251, 160801
544, 422, 933156
580, 699, 1635841
812, 185, 994009
175, 180, 126025
81, 625, 498436
892, 392, 1648656
635, 700, 1782225
247, 510, 573049
935, 598, 2350089
147, 238, 148225
473, 654, 1270129
261, 471, 535824
262, 683, 893025
10, 921, 866761
824, 477, 1692601
923, 295, 1483524
694, 560, 1572516
162, 76, 56644
453, 968, 2019241
354, 602, 913936
307, 655, 925444
986, 435, 2019241
707, 257, 929296
468, 866, 1779556
310, 204, 264196
394, 874, 1607824
495, 110, 366025
243, 391, 401956
586, 368, 910116
589, 303, 795664
717, 303, 1040400
23, 850, 762129
675, 406, 1168561
282, 9, 84681
580, 886, 2149156
703, 797, 2250000
763, 997, 3097600
51, 933, 968256
621, 764, 1918225
509, 853, 1855044
926, 925, 3426201
294, 795, 1185921
819, 236, 1113025
622, 822, 2085136
361, 225, 343396
652, 195, 717409
636, 257, 797449
695, 774, 2157961
739, 786, 2325625
676, 698, 1887876
859, 141, 1000000
644, 100, 553536
926, 643, 2461761
662, 41, 494209
317, 808, 1265625
452, 35, 237169
594, 374, 937024
750, 135, 783225
93, 932, 1050625
303, 335, 407044
766, 426, 1420864
180, 206, 148996
136, 806, 887364
553, 898, 2105401
995, 375, 1876900
544, 514, 1119364
936, 280, 1478656
851, 169, 1040400
264, 936, 1440000
845, 967, 3283344
494, 991, 2205225
826, 303, 1274641
765, 892, 2745649
347, 824, 1371241
118, 480, 357604
987, 78, 1134225
145, 773, 842724
990, 232, 1493284
881, 693, 2477476
742, 691, 2053489
407, 991, 1954404
867, 824, 2859481
571, 375, 894916
93, 810, 815409
405, 15, 176400
271, 550, 674041
127, 466, 351649
378, 689, 1138489
767, 689, 2119936
269, 599, 753424
391, 843, 1522756
654, 963, 2614689
381, 111, 242064
692, 240, 868624
483, 26, 259081
635, 906, 2374681
966, 575, 2374681
336, 938, 1623076
625, 227, 725904
664, 65, 531441
651, 844, 2235025
476, 932, 1982464
718, 310, 1056784
665, 419, 1175056
120, 144, 69696
47, 969, 1032256
39, 312, 123201
505, 119, 389376
100, 241, 116281
909, 551, 2131600
139, 398, 288369
465, 380, 714025
687, 973, 2755600
761, 714, 2175625
969, 554, 2319529
430, 602, 1065024
761, 745, 2268036
159, 907, 1136356
425, 671, 1201216
102, 854, 913936
502, 631, 1283689
418, 962, 1904400
975, 287, 1592644
34, 707, 549081
380, 223, 363609
455, 456, 829921
974, 242, 1478656
876, 372, 1557504
102, 703, 648025
377, 558, 874225
924, 661, 2512225
368, 63, 185761
408, 283, 477481
195, 992, 1408969
126, 972, 1205604
869, 844, 2934369
466, 94, 313600
679, 218, 804609
658, 655, 1723969
612, 995, 2582449
22, 52, 5476
806, 342, 1317904
250, 129, 143641
806, 579, 1918225
211, 71, 79524
850, 784, 2669956
568, 213, 609961
601, 222, 677329
833, 891, 2972176
239, 337, 331776
793, 152, 893025
808, 923, 2996361
